model,l2_norm_mean,l2_norm_std,linf_norm_mean,sparsity,sparsity_std,sparsity_hoyer,sparsity_hoyer_std,sparsity_gini,sparsity_gini_std,sparsity_rel_threshold,sparsity_rel_threshold_std,spatial_variance,gradient_alignment,gradient_alignment_std,n_samples
ResNet18_AT,0.6657921612262726,0.06467241972933535,0.13984190076589584,0.007605469063855707,0.003617308303752859,0.4906658798456192,0.007584430478635943,0.6491431713104248,0.006979103447705609,0.34506445527076723,0.016197141148462213,0.0001729936666379217,0.03766251243650913,0.00151125752920179,500
ViT_Tiny_AT,0.7624888777732849,0.07097966969172576,0.14613988175988196,0.002339843788649887,0.0018916300189283758,0.4586950480937958,0.011791397807285452,0.6135622739791871,0.007617409638444485,0.27430599629879,0.022136207982864635,0.000161536643281579,0.05572735965251922,0.0026342115851134633,500
ViT_CIFAR_Native_AT,0.5541353255510331,0.06489936388933036,0.08648666739463806,0.0006282552232732997,0.000251747807284431,0.40459333956241605,0.008370275585667003,0.5712300896644592,0.005616228342352014,0.17850195616483688,0.011998142491604386,5.9964230422338007e-05,0.0794112965464592,0.004573856558624178,500
