model,l2_norm_mean,l2_norm_std,linf_norm_mean,sparsity,sparsity_std,sparsity_hoyer,sparsity_hoyer_std,sparsity_gini,sparsity_gini_std,sparsity_rel_threshold,sparsity_rel_threshold_std,spatial_variance,gradient_alignment,gradient_alignment_std,n_samples
ResNet18_AT,0.6979187369346619,0.06116398913366635,0.13887355625629424,0.005497395992279053,0.0022857427227989994,0.4740207850933075,0.008696324567866828,0.6344788134098053,0.0061896709715565015,0.3145533949136734,0.01678980942557737,0.00016743716405471788,0.03830013796687126,0.0018014942349224643,500
ViT_Tiny_AT,0.7601051747798919,0.06930253191852798,0.14419579952955247,0.0022539063007570802,0.0011919284197301804,0.4493557423353195,0.010542947788071237,0.6057391583919525,0.008251375067542673,0.25775977224111557,0.017071349845321316,0.0001903233365737833,0.05213992223143578,0.0020057068611305535,500
ViT_CIFAR_Native_AT,0.5541313946247101,0.06489700957118814,0.08648667708039284,0.0006347656424622982,0.0002482211068909334,0.40459391176700593,0.008371803390557056,0.5712305128574371,0.0056165523855057605,0.1785123735666275,0.011980764429931737,5.996374729875242e-05,0.07941100373864174,0.004574304432833969,500
