n_samples,clean_accuracy,robust_accuracy,clean_correct,robust_correct,seed,chunk_size,model,model_type,eps,model_path
10000,64.24,14.75,6424,1475,42,1000,ResNet18_AT,resnet18,0.03137254901960784,models/q1/cifar100/resnet18_s1001/resnet18/adv/adversarial_training/best.pth
10000,41.94,8.58,4194,858,42,1000,ViT_Tiny_AT,vit_tiny,0.03137254901960784,models/q1/cifar100/vit_tiny_s2001/vit_tiny/adv/adversarial_training/best.pth
