layer,l2_distance,l2_distance_std,cosine_similarity,cosine_similarity_std,clean_norm,adv_norm,norm_change_pct,norm_change_pct_std
blocks.0.mlp,2.4253682613372805,0.1465607336372351,0.9946510076522828,0.0007806941117017021,26.910462951660158,26.880233001708984,-0.11071197359988134,0.21681739607391073
blocks.1.mlp,2.1225330114364622,0.12496924400383264,0.9884769201278687,0.0032341021037734616,15.737189483642577,15.682374572753906,-0.34868447263639346,0.35545844238926155
blocks.2.mlp,2.0407188653945925,0.09780364174162508,0.9800516724586487,0.0028389701085406636,10.918446350097657,10.829301834106445,-0.7779953841248405,0.9848203546896496
blocks.3.mlp,1.4554665327072143,0.04256990092104298,0.9750501990318299,0.0017043538554309225,7.053547763824463,7.023804950714111,-0.4101803306102017,0.5065267004936564
blocks.4.mlp,1.275780439376831,0.05837584519986428,0.9702118992805481,0.0022779441945711926,5.675796031951904,5.612574577331543,-1.1060039717217625,0.5780336504487248
blocks.5.mlp,1.2071468353271484,0.08232218217640837,0.9692566275596619,0.006138563358159128,5.541223335266113,5.486113548278809,-0.9275900320926211,1.5478532966022727
blocks.6.mlp,1.2675936222076416,0.07118626216322617,0.9750774264335632,0.0023642784862866525,5.951040935516358,5.937659072875976,-0.220797946405659,0.4003146350500536
blocks.7.mlp,1.180318546295166,0.05094817238079155,0.9669121623039245,0.003399348053920378,4.966035461425781,4.925349521636963,-0.803915508914099,1.1930283485616555
blocks.8.mlp,1.0225382447242737,0.04087461823272976,0.9689290404319764,0.0023832930453314568,4.421739482879639,4.402950859069824,-0.4213070166437758,0.39733537676957714
blocks.9.mlp,1.4251900672912599,0.06232640025440869,0.9744087338447571,0.002294105040233446,6.716288661956787,6.62440767288208,-1.3615972503871172,0.6689447131606425
blocks.10.mlp,1.7287573337554931,0.10529536054225135,0.9776756286621093,0.002632347758198306,9.000363731384278,8.965271949768066,-0.3748522042057624,0.713682391459178
blocks.11.mlp,1.7695930004119873,0.16093523133769905,0.9948951005935669,0.0016743027149430728,21.008001708984374,21.0592830657959,0.24641512241843974,0.4019312648216412
