layer,l2_distance,cosine_similarity,clean_norm,adv_norm,norm_change_pct
blocks.0.mlp,3.525444984436035,0.996811032295227,47.25667953491211,47.23125076293945,-0.05380989993990178
blocks.1.mlp,1.556972622871399,0.9908980131149292,12.423688888549805,12.644927978515625,1.7807842095090096
blocks.2.mlp,1.0812170505523682,0.993483304977417,9.678731918334961,9.660016059875488,-0.19337097687371796
blocks.9.mlp,1.4599190950393677,0.9613543152809143,5.42813777923584,5.248807907104492,-3.3037089223736187
blocks.10.mlp,1.6049829721450806,0.9174323081970215,4.597583770751953,4.370813369750977,-4.932382144804016
blocks.11.mlp,2.5421409606933594,0.9554306864738464,8.588390350341797,7.913527011871338,-7.857855907115366
