layer,l2_distance,l2_distance_std,cosine_similarity,cosine_similarity_std,clean_norm,adv_norm,norm_change_pct,norm_change_pct_std
blocks.0.mlp,2.559618330001831,0.12067042723469831,0.9924479603767395,0.0005523294405250332,22.3362548828125,22.32530975341797,-0.05043030780802375,0.2758159371071311
blocks.1.mlp,2.1113283157348635,0.06487192410196299,0.9825140237808228,0.0009404555156704741,11.80054817199707,11.805280494689942,0.03969324888188441,0.7981219282273491
blocks.2.mlp,2.0335401058197022,0.1390056226161333,0.9825881361961365,0.0041597813604579105,12.168789291381836,12.159030342102051,-0.06436669750564203,0.8241000910629672
blocks.3.mlp,1.7749210596084595,0.07590708669167208,0.9712161660194397,0.0026086152804838834,7.978445720672608,7.951822757720947,-0.31272902991400653,1.011290987294193
blocks.4.mlp,1.7261945724487304,0.05370046114106955,0.9701615929603576,0.003281217883085089,7.515226554870606,7.512925434112549,-0.014039720314107274,0.9244104294555329
blocks.5.mlp,1.523892331123352,0.06824226897316338,0.9678764700889587,0.0034251181633780307,6.584055805206299,6.58891544342041,0.09433823339272898,0.7541824783846792
blocks.6.mlp,1.4606064081192016,0.06005219724292912,0.9647441148757935,0.0027280387755879635,5.955932140350342,5.940433311462402,-0.23333289558766945,1.0499199451300056
blocks.7.mlp,1.68395254611969,0.11420718218779216,0.9625274777412415,0.003017260369088391,6.81499080657959,6.770465087890625,-0.6380088782026677,0.9044370641858382
blocks.8.mlp,1.5853094816207887,0.1337503625481632,0.9682113766670227,0.0027901121053638543,7.088267803192139,7.039836502075195,-0.5466731328713349,1.5751474674598342
blocks.9.mlp,1.4727359771728517,0.09239307321637052,0.9702891707420349,0.0043058770865314015,6.978728008270264,6.932666206359864,-0.4973125940171105,1.5484384214760498
blocks.10.mlp,1.6829021692276,0.1022703992827371,0.9741861581802368,0.0016866014718060242,8.064262771606446,8.033052253723145,-0.3776980632852136,0.7460710799524137
blocks.11.mlp,2.2941588401794433,0.21143902868902822,0.9786174058914184,0.003724726713006738,12.821877098083496,12.75859489440918,-0.4910449905805456,0.6056106664533482
