layer,l2_distance,l2_distance_std,cosine_similarity,cosine_similarity_std,clean_norm,adv_norm,norm_change_pct,norm_change_pct_std
blocks.0.mlp,2.7308756351470946,0.13191000135277167,0.9939941763877869,0.0003061515581576053,26.828152465820313,26.79837760925293,-0.10950005017694339,0.16669206765152614
blocks.1.mlp,1.7400227069854737,0.07179487846409136,0.9922700524330139,0.0010562560267153025,14.314600563049316,14.307106018066406,-0.05206467276452821,0.22153796662947745
blocks.2.mlp,1.8139729738235473,0.053249250116215924,0.9807191729545593,0.0015190670478657036,9.866821098327637,9.768895530700684,-0.9932790665418156,0.30750329814992494
blocks.3.mlp,1.3314329147338868,0.05085316209778052,0.9737288594245911,0.0021603312270768414,6.319809627532959,6.273332977294922,-0.6884846222421842,1.2421499920957189
blocks.4.mlp,1.707254981994629,0.07678442737503331,0.9718610405921936,0.002399469942300848,7.686417484283448,7.597786521911621,-1.0677673825847276,1.7587984251846414
blocks.5.mlp,1.9183430433273316,0.03309313932784514,0.9716321945190429,0.002612054652088096,8.454204654693603,8.426455402374268,-0.2907163184613231,1.53873615530695
blocks.6.mlp,1.8412158727645873,0.04333481379821315,0.9607304453849792,0.003962653462969734,6.966446876525879,6.9470319747924805,-0.2772983857360888,0.8277656312066048
blocks.7.mlp,1.4784557104110718,0.06448565244562518,0.9628443241119384,0.0036545343217453618,5.8562255859375,5.771299648284912,-1.395880939033877,0.9895602584352694
blocks.8.mlp,1.7887982845306396,0.0268126423776147,0.9551667451858521,0.0026461318497324735,6.395099925994873,6.327839469909668,-1.0467691922874018,0.26760659873468173
blocks.9.mlp,1.8555568695068358,0.020459930201509845,0.962842833995819,0.0020079553344472738,7.333901023864746,7.280061721801758,-0.7339930393185925,0.5365047702503918
blocks.10.mlp,1.7260753631591796,0.0878352091474102,0.9645764827728271,0.0025369389217336584,7.1092836380004885,7.055100536346435,-0.7580772960089867,0.446995309328196
blocks.11.mlp,2.310585308074951,0.14545370604338237,0.9645837187767029,0.0044397532830082725,9.995702362060547,9.884300041198731,-1.1111084146445727,0.804161459767386
